;; type: C	agents: 30	tasks: 500	objectives: 1	slack: 1	corrfrac: 0	corrcoef: 0

30 500 1

241 240 242 243 244 237 242 245 236 241 241 238 245 235 242 247 248 238 235 246 238 240 237 240 240 241 240 244 243 240 

  12  11  23  16   6  17  24  22   9   8  12   6  14  12  15  18  17  16   6  10  23  18  11  13   7  12  22  12  21  20  20  21  13   8  17  12  22  24  18  22  10  14  10   5  16  11  14  16   5  20  23   6  17  15  18  20  11  24   8  16   5   8  22  17   6  20   5  10  24  21  22  16   5   8  17   7  18  22  22  23  14   9  14  15  22  19  13  11  19   5  15  11  20  21  16  23   5  22   6  18  13  20  17  14  23  12  21   9  15  11   7  17  22   5  24  18  21  12   7  20  10  15  11  16   9  20  11  19   8  24  15  16  11  24  11  12  21  18  16  12  19   9  13  23   8  17  13  18  21  12  24   5  13  13  12  23  12   8  21   7   9  18  22  11   7   9  15  21  15  24  11   9  11  22   6   9  12  14  19  11   7  20   9  14  16  17   9  19  14   9   6  16  16  13  21   8  13  15  10  17  15  14  14  21  11   5   5  16  22  16  10  13  18  17  17  22  11  16   8  10  10  17  15  12   8  16  13  11  17  17  15  21  11  24  11   6  17  22  24   8  18  15   6   7  15   5  21  23   5  20  20  14  16  24   9  14  20  16  23   8  17  21  14   9  17   9   8  17   6  17  12  18  15   8  24  14  11  12  24   9  22  19  22  14  16  10  13  18  21  11  14  17  11  13  18  23  15   6  14  16   5  20  16  17  17  17  16  22   6  12  12   8   7  17   7  23  17  11  21   9  11  14  10   7   9  11  24  14  22   9   5  23  20  12   6  16  15   7  20  12  12  12  19  11  24  22  11   7  18  11  21  20  23   5  21  18  23  17   8  19   5  10   5  21  18   9  12  23   7   7   9  18   7  16  12  14  17  23  20   8  10  24  13  12   6  16  12   5   5  13  14   7  10  13  21  22   8   5  22  10  20  24  11  23  22  18  11  12  16  15   6   5  14  12   9  15  12  22  14  23  17  18  12  21  15  11  12  22  14   7  16  11   6  15  19  17  18  10  20  14  21  21  18  14  23   9  24  14  22   9  15   6  15  15   6  10  21  19  21  24   5  17  17  23  20   6  13  12  13   5  18  10  23  16  20  12   5  13   9  24  22  14   6  13  13  16  11  15   6  20  15   6   8  23  18   6   5   6  23  16
  19  19  23  22   9  18  19  11  23  11  11  23  22  12   5  23   8  18  13  13   7  10  13  11   5   7  20  21  23  14  24  13  23  22   5  15  11  15  17  16  13  14   8  17   6  16   7   5   8  16  15   8  17   6   8   6  10  14  13  20  21   7  17  12  19  24  10  11  19  16  19  11  18  18   6  11  12   6  20  20  10  19  10  11   6   8  15   5  15  21  23  22  17   6  21   9   6  17  20  23  11   9   5  20  15  18   8  10  21  18  21   9   6  17  14  18   7  11   9  12  12  11  17  21  23  12  14  22  18  14   8  12  20  24  11   7   8   9  14  24   9  20   7  23  21  23  15   6  24  24  13   9  23  23  22  15  20  14  16  13  23  24  21  17  11  24  14  21   9  13  21  20  14   5  18   8   9  17   7  13   8  18  21  13  20  24   6  20  14  13  14  12  15  16  24  14  10  10  17  16  17   5  11  10  24  24  21   8   8  17  22  21  24  18  24  23   6  18   7  11  10  13  14   5  16  17  14  14  24  24   8  14  12  21  10  20  10  21  19   7  19   9  22  15  13  15   8   8   9   9  22  11  10  15  15  15  12  22  10  23   7  18  20  20  19   9  14   6   5  23   6  16  19  15  13  17  18  12  15  17  11  12   7  22   6  21  13  14   8  17  20  11   6  15  11  12  21  10  13   6   5  20   6  21  11  10  22  12  22  18  17  13  14  23  23  10  24   7  17  16  23  13  20  20  21  17  20  14  19  24  13   7  21  16  16  21  24  19  18  20  17   9   6  18  16  22  16  24  24   7  14   7  18  15   5  16   6  14  24  17   8  22  21   9  22   6  11  21  15  20   5  15  23  15   8  17   9  24  20  15  23  12  17  19   7  15  12  20  20   7  15  12   5  19  16   8  17  18  13  24  24   9  19  17   9   7  15  15  13   9   8   6   5  23   8  10  15   5   8  10  12  19  16  12  20  11  13  13  10  11  24   8  20  11  12  21  19   8  12   8  12  23  10  21  24  10  22   5  16  19   9  17  14  11  24   8   7   9   5   6  13   9  19   6  12   5  23   6   7  22   9   6   5   5   9   6   7  13  21   5   5  22   8  23  12  22   6  16   9  17  20  17   9  14  15   5  18  12  13  18
  10  20  16  10  18  14  22  14  12   7  20  15  18  18  20  16   6  21  22  22  17  11  10  16  11   7  21  18  17  10   5  10  20  10  19  16  10  24  13  24   9  10  15  13  20  10  10   5   8  20  13  21  21   6  23  23  23  23  21  20   5   9   7  13  12   8   5  12  22   5   5   6  10  22   9  22  11  19  23  20  14  20  13  10  17   6  21  13  22  11  13   5  21  13  22   8  23  13   7  16  18  24  12   7   7  16  19   5  11  14  16  11   5  24  10  20  15  11  10  18   9  15  11  10  15   6  23  24  24  18  19  21   7  11   9  12   9  18  21  19   5  13  16  18  11  21  24  17  11  12   5  19  21  13  13  13  14   8  21  18  19  24   6  19  16  24  11   7  20   8  21  22  13   7   7   9   8   5  21  19   6  16  21  10  17  11   7   8  15  20  24   8  24  11  16   7   8  10  21   6  20  11   7  17  21  21  17  13  15   6  24  11   9  11   9   5  16  23  19  12   9  10  21  23  18  14  24  19  17  10  17  21  12  21  17   5  12  13  21  19   9  24  12  10   6  17   8   6  19  22  13   6  19  16  13  22  21  22  13  10  18   9   7  12  12  24  14   8  15  22  10  21  18  23  21  14   9  21  16  24  13   7  17  23   7  23   7  14  23  20  16   5  12  16  14  17  14  20  11  15  11  21  14  18  16  20   7  16  10  19   5  18  24  16   7  15  19  13  18   8  23  14  18  14  16   6   6  21   5  24  17   8  17  23  20  18  24  20  12  21  20  13  13  17  18  13   7   5  14  17  14  16   9  22  18  15  18  24  21  24  22   6  13   8  10   7  20  10  14  11   6  19   9  15   7   9  22  22  23  21  16  18  23   5   6   8   7  11  15  13  11  14   9  23  17   6   9   5  16  24  22   6  24   7  20  19  17  12  20   6  15  13  24  17  12  16  10   5  20  10   5   9   5   9  11  22  13  12  17   7  23   5   7   7  16  20   8   5  13  17   8  15  15  15  20  15  21   6  12  18  14  19  19  13  10  13  22  16  22  21  12  20  19  14  13  17  10  17  18   8  11  10  24  22   7  16  20   9  21  22  12  17   7  19   8  19   6   7  10  17   8  15  22   7   5  21  12  23  19  24
  21  19  18  20  16  12  17   7  23   5  22   9   7  23  10  24   6   8  11  19  18  23   5  15  15  13  21   6  20   7  21  14   7  18   9   5  15  22  14  20  14  14  17  17   7  19  13  20   9  24  15  17   5  23  22  12  14   9  11  13  20  14  19  13  18  20  15  16  20   6  19  20  17   8  21   6  14  22  13  17  20  16  14  21   9  12  11  15  17  20  14  24  21  13  20  24   5  15  13  18  14  14  12   6   7   7  24  23  17  21   7  20  14   6   9  11  23   6  13  15  22  16  21   5  14  14  21  17  17   5  20  15  19  24  18  21  24   8  18  18   5   5  18  15  17  10   6  23  13  22  10  14  23  12   6  13   8   6  12   8  24  23   6  23  13   5   5  16  18  15  14   8  15  10  10   6   7   5  10  11  18   8  17  22  11  16  22  15  17  14  18  19  23   5   9  11  14   7   6   7   5  22   9   9  24  13   6  24  24  19  10  21  15  23   6  18   8  17  13   9  20  24  18  15  18  19  23  23   6  22   7  11   8  22  15   6  10  21  13  18  15  22  23  18  17   5  20  13  14  24  19   7   8   9  22  17   8  20   7   7  22  16  11  18  14   7  21  16  23  19  18  11  22   8  21  15  18  13   7  13  23  21   9  13   8  13  10  24   5  11   8  11  22  14  17  10  20  21  11  18  14  16  17   8   5  14   9  16  24  17  10   9  19  19  23  11  18  16  18  15  23  10  10   6  10   7  23   8  14   6   8  19   9  14  10  14  14  24  21   5  17   5  13  12  12  11   5   8   9  23  14  18  22  18   8  17  14  24  18   8  23  23  22  15  18  21   8  23   7  22  17  16  17  22  22  24  24  13  24  16  24   9  13   6  24  12   8   5  10   5  14  10  14  18   5  11  24  17   9  16   5  24   7  14  15  18  15   7  16  11   6  17   5  13  14   6  17  18   9  17   5  23  18   5  17  20  18  13   7  23  22  24  16  11   9   5  10  23  14   6  17  15  22  22   7  22   5  21  24   7  22   5   8  10  10  13  19  10  11  21  11  12   9  10  12  24  17  16  14  13  14  23  11  19  12  18  21  21  23  21   7  17  11  10   9  17  22  18   7   8  20  24  21  18  21   7  12  10  11  16
  10   9  16   5  12   8   7   5   9  18  11   5   7  12  17   5  17  18  12  13  24  23  17  18  14  14  24  11  13  13  16   7  14  13  15  18  19  23  24  17  20  18  18   9  11  18  15  11   9  18   9  12  16  24  13  13  16   7  20  13  23  23  11   9  15  24   5   6  23  13  24  10  14  19   9  14   5  16   9   6  14  13  15  17  19   8   9  14  13  11   6  22  16  18  19  18  24   8   7  17  13  22  10  22  14  22  19  14  24   7   5  18   6  23   9  15   6   9  11  22  19  10  16  15  22  16  11  13  23  22  20  18  13  14   9  11   5  20  19  10  16   7  18   7   5  24  20  14  15   8   9  16  22  12  14   5  22  17  11  20  24  11  10   7  15   8  14  15  20   6  10  12  20   9  13  22  21   9  21  24  21   6  24   6  21  22  17  24  13   5  21  17  15   9   5  21  16   9   7   9   7  23  24   5  23  19  10   8   5  15  20   5  17  12  14  17   7  22  16   6  22  14  13   5  13  19  23   5  22   6  12  16  14   8  21  15  16  17  16   7   7  10  23  16  24  13  20  19  21  19   8  22  10  23  21   8  23  19  16  23  24   8   8  20  23  23   5  19  12  23  14  13  17   7  22  22   5   7  16  22  21  12   8   7  17   6  14  19  10  20   9  11  20  23  16  16  16  17  12   5  18  10  21  10   9  12  15  20  19  12   8  12  21   5   8  17   6  23  14   8  22  24   5  13  24  19  16  19  12  10  11  20   7  20   8  19  19   7   8  20  22  16  18  10  23  13  11  23  16   9  16   9  10   5  21  23  15  21   8  21  18  22  18   6  11  15  10  15  10  23  11  11  18   9  18  24  21  18   7  14  15   5  17   7  19  22  23  24  12  15  17  19   8  24  23  22  22   8  18  15  19  21   7  11   8   7   7  12  10  22  24   8  24   5  12  21   6  24  24  24  12  17  10  20  13  11   8  20   7  18  13   7  20  14  10  20   8  13  14  16  23  10   9  23  18  20   8  20  10  10   5   9  15  20  20  10  13  15  13  18  20  15  22  13  21   9   5   6  19   5   8  21  23  12  24  13  21  20  13  15  13  10  20  20  10  21  19  22  20  15   8  20   7  19   5  11  21  20   5  17
  18   9  12  17   9   9  12  21  14  17  22  16   7   8   7  17   8   9  20  19  22  23   9   9   8  20   5   5   5  10   6  23  18  10  10   5  14  13   8  10  20  13  17  23   6  15  22   9  11   8  24  22  22   7  18   5  15  21   8  16  19  20  22   5  14  22  20  24  18   9  14  16  21   8  21   8  23  19  22   6  15  23  22   8  10   5  15  18  23  12  14  12  14   7   9  12  13  16  19  11  14   9  11  22   5  16   7  24   6  24  11  24  21  17  14  13  15  11   6   8   8  21  23  11  21  21   6   7  17  12  21  15  17  11  23  11  20  21  17  23   7  20  22  19  21  12  15  12  10  15   5  17  14  22   7  19  23  19  23  16  19  15  21   9  22  22  23  23  13   7  13  11  23  10  17   5  16   6  20  14  12  22  20  21  17   5   5  14   6  19  20  24  19   8  21  15  24  14   5  19  11  24   7   9  12   9  18   6  11  10  13  15   6  21   8  13  24  11   7  19  11  22  13  11  16  19   8  17   8  21  24   9   7  24  22   5  11  11  18  11  23   9   9   8  20   8   7   6  20  24  10   8  10  21  20  20   9   9   9   6  17  16   5  16  13  14   7  10   7  19   5  16  19  14  14  10  12   6  22  15   6  15   9  17  20  20  13  24   6  18   8  19  19   9  11  20  24   9  17  11  19  21   6  15   9   6  16  11  16  23   5  18  24  13  21  13   5  21  14  15   6  19   7   5   7  24  10  19   5  20  22  24  17  19  20   5  20  13  19   9  19   6  14  24   7  20   9   9   6  23  14  24  17  12  14  15  14  13   9  12   5  16  14  23  12  24  18  11   7  14   8  20  24  10   6   6  10  19  17  10  13  10  23  11   9  17   9  20  23   6  18  18  14  15  16   5  14   5   9  20  19  11  17  17   9  13   7   5  20   8  12  22  19  20   5   8   7   5  11  12  21  11  19  11  14  24   5   6  15  15   7   5   9  24   9  23  17  22  19  14  15  15  17  18  20   6  17  15  22   9  24  17  10   8  11  10  19   6  12   7   8  18  19   8  19   5  12  15   8  24   6  20  23  11  18  24  24  16   8  10  13  13  20   5  15  15  11  13  11   6   7   9  14  11  12  24  23  23  23  14
  23  13  15  17   7  17  21  13   5  11  17  22   7  24   9  19  12  24  23  24   7  23   6  12   6  19   5   5  13  20  15  21  22   5  16   9  13  11  17   7  20  21   8  20   9  11   8   5   5  17  16  11   5  12  19  13  20   7  15  12   9  13  13   6  10  13   7  16  15  22   7  15  20   6  10   5  17  17   8  14   8   8  23   7  19  10   7   7  24  14  16   9  19   6  20  14  12   7  12  18  12  13  23   8   8  15   6  14  15  13   9   9  17  17   7  17  23   8  24  13  20  12  19   6   9   5  21   6   9   7   7  14   8   6  16   7  21  17  10  24  20  15  12  24  16   8  19  19  24  24  13   8  15  20  21   7  19  16  13  17  19  16  24  13   7  20  18  17  24   7   9  10  20   9  21  11  15  10  21   8  18  13  18  13   9   7  10  17  17   9   8   5  20  12  24  15  24  23  14  24   5   5  12  10  22   5  20  16  18  11  21  17  15  19  16   8   5  23  23  18  13  24  21  16  24  14  13  21  12   9   9  14  23   8  12  11  21  18  22  12  24  10  18  18  15   5  17   8  23  14  12   6  19   7   6  12   6  20  18  17   5   5   6   6   5  10  22   6  19  15  18  10  23  21  15   8  12  21  22  12  24   6  24  12  21   7  23  21  15   6  18   8  10  24  18  14  10   5   9   8  11   5  18   7  20  24  10  14   6   7  21   6  14  23  22  17   8  24  17  21  15  10  12   7  10   6   5  14  11  13  20  20   8   6  19   5  20   5  24  16  23   8  13   5  13  19   5  23  22   6  24  15   6  13  22  13  21  20  21  24  21  22  19  23  24  12  20  23  18  19  20  18  15  12  17  13  10  15  11  18  14  17  24  22  15  14  20   7  21  16  15  17   6  24   9  21  23  23  10  16  24  15  21  24  11  22  23  23  22  20   7   7   5   6  19  17  15  15  14  17  13  13  23  14   6   9  11  23  24  22  21  17   9  20  22  14  20  10   8  11   6  17  23  12  22  10   5  16  21   8  22  23  22  12  12  14  22  24   7  20  11   7  17  15  11   7  22   6  11  14   8   7   9  10  18  15   8  17  13  17  12  16  10  22  22  14  18  17   8  21  13  23  21   9  12  10  24  19  21  10
  12  20  15  12  18  24  11  15   6   7  12  20  24  21  14  20  24  10  24   5  23  13  13   9   6  18  24  15  14   9  13  12   8  11   5  17  11   9  15   9  13  23  20  14  14  14  14  20   6  23  24  13   9   9  14  11   6  23   5  21  11   9   9  15  12  15  24   9  20  23  12  13   5  12   8   5  19  16  20  19  19  14  12  18  11  13  21   8  13  10   6  15  20   6   9  11   5   9  13  23  23  15  24  18  11   6   5   6  23   6  23  15  11  17   5  14   6  24  15  17  11  13  15  24  20   6  13  21  24  16  20  16   9   9  17  16  16  20  17  12  11  23  15   7  12  18  15  17   6  24   8   8  24   5  19   6  15  12  17   8  23   9  21  10  19  24   5  23  17  19  10   5  21  16  10  18  14   6   8  17  18   7  24   8  22   5   8  24   8  14  16  18   8  13  13  12   9  10  24  23  11  19  22  22  11  13  23  11  16  13  20  10   9  21  15  13  22  24  14   5  15  22  12   9  13  17  23   8   6  14  10  23  10   8  14  12  12  15  23  12  17  21   9  23  23  15  11  15  24  10  19  20   6  23  16  11   9  23   5   8   5  24   8  17   7  21   6   5   9  24   5   8  20  18  10  18  18  16  12   9  24  13  24  18  20  20  24  17  10  14  19   9   6  15   6  14  10  16  10  24  22  15  24   8  14  24  24   8  19  12  17  22   5  21  22   8   8  22   8  20   8   6  12   8   6  24  10  21  13  19  14  24  20  23  12   5   7  17  13  19  12  20  23   9  23  16   7  11  15  23  23  19  19  10  22   8   8  13  18  11   7  12  10  11  11   6  12  16  13  20  23  15  20  16  18  14   6  23  15  21  15  16  13  20   8  21  23  22  17  14  17  22  21   7  17  20   9  15   5  14  12  21   7   9  18  14  16  24  17  22  17   8  19  13   6  13  17  22  10  12  22  21  20  15  24  10  21   9  16  17  23  17  23  14  20   6  11  15  12  21  19  19  14  18  21  21  24  11  15  21  14  16  10   8  14  10  16  20  10  14  18  24   9  11  13  23  21   7  17  23  20   6   9   6  13   9  17  23  16  10  15  17  20  14  11  20   6  21   8   8  22  14  17  21   9  12  17  21   8   7
  16  10  20  22   7   9  15   5  23  16  19   8   9  21  16  14  11  15  15  23  16  14  22   5  20  15  23  17  24   6   5  16  12  22  14  10  10  21   9  19  15   8  23  13  14  13  24  13  17   9  23  17  14  23   6  24  21   7  23  21  22  24  12   6   9  11   8  10   9  12  15  21  16  15  18  17  22   5   7  10  16  11  16  12   8  17   9  15  13  11   7  10  16  10  20  18  13  17  10  21  10  11   5   6   8  17  11  24  13  21  23   8  23  19  17  22   8  10  19  21  20   6  19  10   7  17   9  11   6  20  16  13   7  16  10   9  14  16  14  21  23   5  23  21  17  22  19  24   8  19   5   9   8  17  16  14   7   5  24   6  13  19  11  20   7  20   9   9   8   7  12  13  11  20  13   5   9   8  14  18   7  19  11   6  24   7  12  22   9  10   8  24  21   9  10   8  23  10   8  24  17  13  14  24  18  19  14  23  14  11  15  12  11  21  12   9  24  13   5  15  18   7  10  11  16  15   5  14  24   9  21   6   5  15  19  16  19   9  17  12   5  14  17  14  15  22  10  23  11  17  17  11  21  15  10   8  22  23   5  15   5   6  12  22  24  20  15  24   9  15   5  21  24  16  18  11  14  19  21  10   9  13  17  11   8  17   7   5  10   9  11  10  18  24  19  15  14  12   5   8   8   6  14  14  20  21  12   6  13  23  21  13   9   8  17  16  23  13  14  16  14  12  19   6   7  21   5   8  16  14  19  13   6  16  19   6  24   7  17  10  22   7  14  13  24  21  18  21  21  22  23  10  22   5  24  21  15  19  19  13   9   5  12  22  24  12  13   9  19   7  19  21  16   6  15  18  11  18   5  13   6   9  21  14  20  10  14  10   5  15  24  24   5  15  17  20  14  24  14  15   7  12  15   5  14   8  13  16  17   8  21  16   7  21  18  22  21   6  17  17  15  17  18   8  18  22  14  24  20   6  11  22   7   8  14  11  15   7  10  21  12  19  20   7  20   5  13   9  10  10  15  19  14  15  11  14  13  22   7  11  14  12  14  23   9  14  24  21  19  12   7  24  24   7   9  21  22  15   6  18  10  10  10  18   9  24  10   8   9   9   6  16  23   5  20  12  17   5   5   9
  16  13  19  12  19  24  15   9  24  19   9  10  19  13   6  15  11  21   7  12  18  10  21   8  23  20  13  12   8  23  17  22  22  20  20   7  16  18  11   5   8  23  14  19  22  12  12  14  13  24  20   9  15  14  19  18  24  18  15  20  15  22  12  15   8  21  13   7  21  24  17  16  12   6  22  13  23  14  21  23  13  20  13  19   6  19  13   7  10  22   7  19  15  10  15  21   8  10  22  12  18   8  22  13   8  24  18  14   7  17  24  14  11  18   7  21   6   7  21  14  22   9  14   6  11  14  18  12  13  22  13   5  13  12  10   7   5  17  11   7  20   6   5   7  12  18  22  22  21   7  11  16  20  13  17  20  21  22   5  24  11  18  18  12  11  11  12  12  21  10  22  24  22  18   8  14  21   5  13   7  10  18  14  13  13   5   6  15   8  16  12  13  16  13  21  14  19  11  12  20   5  22  10   9   5  17   7  20  15  19  14  13  21  11  21  21  12  22   9  23  16  13   5   5  16  19  21  21  10  15  16  14  14  22  14  20  18   9  23  10  15   9   9  11  18  10  10   5  12   7   8  11  13   5  11  15  11   5  14  24  21   9  18  17  24  23  10   5  19  16  16  12  13  12   7  20  20   5   8   5  11  15  24  13  15  10  19  11   9   8  21   5  18  17  23  21  11   7  21   8  13  13  20  23   7  19   8  14  15  18  22   8  16   6   6   7  21  22   7  22  18  11  21   6  24   7  20  23   7   9  14  22  18  19  15  14  10  23  21  11   9  19  14   9   5  19  11  13  15  15   7  15   8  10  19  16  23  22  21  15  20  24   8   6  18   8   5  20  23  11  11  18  24  20   7  12  12  20  14  14  23  17  16  12  12  12  11   6  19  12  14  13   8  16   9  17  18   9   5  10   7  15  18  14  14   8  20  18   9   5  21   6  23  24  12  24  18  14   8  17  15  21  19   8   8  24   7  10   6  24   5  16  14  18   6   6  15  12  13  11  18  15   9  13  24  12  19   8  17  14  24  19  18   6  21   7  23  20   5  13   5  16  22  12  22  24  20  13   7  18   6  19   9  12  13  20  13  13   8  10   8  13  23  13  15  23  22   7   9  20  20  17  12  21  18  15  17  14  21  11
